,unique_id_v,PHUMCODE_v,VILLAGE_v,unique_id_c,COMM_CODE_c,COMM_NAME_c,unique_id_d,DIST_CODE_d,DIST_NAME_d,unique_id_p,PROV_CODE_p,PROV_NAME_p,VillGis,Province,District,Commune,Village,v_name_match,p_name_match,d_name_match,c_name_match
7634,7634,10030801,Kraham Ka Leu,596.0,100308,Ta Mau,84.0,1003,Preaek Prasab,9.0,10,Kratie,10030801,Kracheh,Prek Prasab,Ta Mau,Kraham Ka Leu,True,False,False,True
7635,7635,10030802,Kraham Ka Kraom,596.0,100308,Ta Mau,84.0,1003,Preaek Prasab,9.0,10,Kratie,10030802,Kracheh,Prek Prasab,Ta Mau,Kraham Ka Kraom,True,False,False,True
7636,7636,10030803,Khsat,596.0,100308,Ta Mau,84.0,1003,Preaek Prasab,9.0,10,Kratie,10030803,Kracheh,Prek Prasab,Ta Mau,Khsat,True,False,False,True
7638,7638,10030805,Stueng Tro,596.0,100308,Ta Mau,84.0,1003,Preaek Prasab,9.0,10,Kratie,10030805,Kracheh,Prek Prasab,Ta Mau,Stueng Tro,True,False,False,True
7639,7639,10030806,Ta Mau Kandal,596.0,100308,Ta Mau,84.0,1003,Preaek Prasab,9.0,10,Kratie,10030806,Kracheh,Prek Prasab,Ta Mau,Ta Mau Kandal,True,False,False,True
7640,7640,10030807,Ta Mau Kraom,596.0,100308,Ta Mau,84.0,1003,Preaek Prasab,9.0,10,Kratie,10030807,Kracheh,Prek Prasab,Ta Mau,Ta Mau Kraom,True,False,False,True
7642,7642,10040102,Kampong Roteh,414.0,100404,Kaoh Khnhaer,85.0,1004,Sambour,9.0,10,Kratie,10040102,Kracheh,Sambour,Boeng Char,Kampong Roteh,True,False,True,False
7644,7644,10040201,A Chen,427.0,100402,Kampong Cham,85.0,1004,Sambour,9.0,10,Kratie,10040201,Kracheh,Sambour,Kampong Cham,A Chen,True,False,True,True
7645,7645,10040202,Ampil Tuek,427.0,100402,Kampong Cham,85.0,1004,Sambour,9.0,10,Kratie,10040202,Kracheh,Sambour,Kampong Cham,Ampil Tuek,True,False,True,True
7646,7646,10040203,Kampong Krabei,427.0,100402,Kampong Cham,85.0,1004,Sambour,9.0,10,Kratie,10040203,Kracheh,Sambour,Kampong Cham,Kampong Krabei,True,False,True,True
7648,7648,10040206,Samphin,427.0,100402,Kampong Cham,85.0,1004,Sambour,9.0,10,Kratie,10040206,Kracheh,Sambour,Kampong Cham,Samphin,True,False,True,True
7649,7649,10040207,Tonsaong Thleak,427.0,100402,Kampong Cham,85.0,1004,Sambour,9.0,10,Kratie,10040207,Kracheh,Sambour,Kampong Cham,Tonsaong Thleak,True,False,True,True
7650,7650,10040208,Yeav,427.0,100402,Kampong Cham,85.0,1004,Sambour,9.0,10,Kratie,10040208,Kracheh,Sambour,Kampong Cham,Yeav,True,False,True,True
7651,7651,10040301,Changhab,415.0,100403,Kbal Damrei,85.0,1004,Sambour,9.0,10,Kratie,10040301,Kracheh,Sambour,Kbal Damrei,Changhab,True,False,True,True
7652,7652,10040302,Ou Pou,415.0,100403,Kbal Damrei,85.0,1004,Sambour,9.0,10,Kratie,10040302,Kracheh,Sambour,Kbal Damrei,Ou Pou,True,False,True,True
7653,7653,10040303,Ou Ta Noeng,415.0,100403,Kbal Damrei,85.0,1004,Sambour,9.0,10,Kratie,10040303,Kracheh,Sambour,Kbal Damrei,Ou Ta Noeng,True,False,True,True
7656,7656,10040401,Bay Samnom,414.0,100404,Kaoh Khnhaer,85.0,1004,Sambour,9.0,10,Kratie,10040401,Kracheh,Sambour,Kaoh Khnhaer,Bay Samnom,True,False,True,True
7657,7657,10040402,Cheung Peat,414.0,100404,Kaoh Khnhaer,85.0,1004,Sambour,9.0,10,Kratie,10040402,Kracheh,Sambour,Kaoh Khnhaer,Cheung Peat,True,False,True,True
7658,7658,10040403,Kampong Pnov,414.0,100404,Kaoh Khnhaer,85.0,1004,Sambour,9.0,10,Kratie,10040403,Kracheh,Sambour,Kaoh Khnhaer,Kampong Pnov,True,False,True,True
7660,7660,10040405,Svay Chek,414.0,100404,Kaoh Khnhaer,85.0,1004,Sambour,9.0,10,Kratie,10040405,Kracheh,Sambour,Kaoh Khnhaer,Svay Chek,True,False,True,True
7662,7662,10040502,Khsach Leav,339.0,100401,Boeng Char,85.0,1004,Sambour,9.0,10,Kratie,10040502,Kracheh,Sambour,Ou Krieng,Khsach Leav,True,False,True,False
7664,7664,10040504,Ou Krieng,300.0,100405,Ou Krieng,85.0,1004,Sambour,9.0,10,Kratie,10040504,Kracheh,Sambour,Ou Krieng,Ou Krieng,True,False,True,True
7665,7665,10040505,Ou Preah,300.0,100405,Ou Krieng,85.0,1004,Sambour,9.0,10,Kratie,10040505,Kracheh,Sambour,Ou Krieng,Ou Preah,True,False,True,True
7666,7666,10040506,Pon Ta Chea,300.0,100405,Ou Krieng,85.0,1004,Sambour,9.0,10,Kratie,10040506,Kracheh,Sambour,Ou Krieng,Pon Ta Chea,True,False,True,True
7671,7671,10040701,Char Thnaol,459.0,100407,Sambour,85.0,1004,Sambour,9.0,10,Kratie,10040701,Kracheh,Sambour,Sambour,Char Thnaol,True,False,True,True
7672,7672,10040702,Doun Meas,459.0,100407,Sambour,85.0,1004,Sambour,9.0,10,Kratie,10040702,Kracheh,Sambour,Sambour,Doun Meas,True,False,True,True
7676,7676,10040706,Sambour,459.0,100407,Sambour,85.0,1004,Sambour,9.0,10,Kratie,10040706,Kracheh,Sambour,Sambour,Sambour,True,False,True,True
7677,7677,10040707,Samraong,459.0,100407,Sambour,85.0,1004,Sambour,9.0,10,Kratie,10040707,Kracheh,Sambour,Sambour,Samraong,True,False,True,True
7679,7679,10040801,Thmei,460.0,100408,Sandan,85.0,1004,Sambour,9.0,10,Kratie,10040801,Kracheh,Sambour,Sandan,Thmei,True,False,True,True
7681,7681,10040803,Sandan,460.0,100408,Sandan,85.0,1004,Sambour,9.0,10,Kratie,10040803,Kracheh,Sambour,Sandan,Sandan,True,False,True,True
7682,7682,10040804,Sangkom,460.0,100408,Sandan,85.0,1004,Sambour,9.0,10,Kratie,10040804,Kracheh,Sambour,Sandan,Sangkom,True,False,True,True
7683,7683,10040901,Ampok,402.0,100409,Srae Chis,85.0,1004,Sambour,9.0,10,Kratie,10040901,Kracheh,Sambour,Srae Chis,Ampok,True,False,True,True
7684,7684,10040902,Koun Va,279.0,110203,Roya,89.0,1102,Kaoh Nheaek,10.0,11,Mondul Kiri,10040902,Kracheh,Sambour,Srae Chis,Koun Va,True,False,False,False
7685,7685,10040903,Phnum Pir,279.0,110203,Roya,89.0,1102,Kaoh Nheaek,10.0,11,Mondul Kiri,10040903,Kracheh,Sambour,Srae Chis,Phnum Pir,True,False,False,False
7686,7686,10040904,Rovieng,402.0,100409,Srae Chis,85.0,1004,Sambour,9.0,10,Kratie,10040904,Kracheh,Sambour,Srae Chis,Rovieng,True,False,True,True
7689,7689,10041001,Anlong Preah Kou,473.0,100410,Voadthonak,85.0,1004,Sambour,9.0,10,Kratie,10041001,Kracheh,Sambour,Voadthonak,Anlong Preah Kou,True,False,True,True
7691,7691,10041003,Vodthonak,473.0,100410,Voadthonak,85.0,1004,Sambour,9.0,10,Kratie,10041003,Kracheh,Sambour,Voadthonak,Vodthonak,True,False,True,True
7692,7692,10041004,Ta Nguon,473.0,100410,Voadthonak,85.0,1004,Sambour,9.0,10,Kratie,10041004,Kracheh,Sambour,Voadthonak,Ta Nguon,True,False,True,True
7693,7693,10050101,Mil,592.0,100501,Khsuem,86.0,1005,Snuol,9.0,10,Kratie,10050101,Kracheh,Snuol,Khsuem,Mil,True,False,True,True
7694,7694,10050102,Choeng,592.0,100501,Khsuem,86.0,1005,Snuol,9.0,10,Kratie,10050102,Kracheh,Snuol,Khsuem,Choeng,True,False,True,True
7695,7695,10050103,Doung,592.0,100501,Khsuem,86.0,1005,Snuol,9.0,10,Kratie,10050103,Kracheh,Snuol,Khsuem,Doung,True,False,True,True
7696,7696,10050104,Khsuem Knong,592.0,100501,Khsuem,86.0,1005,Snuol,9.0,10,Kratie,10050104,Kracheh,Snuol,Khsuem,Khsuem Knong,True,False,True,True
7697,7697,10050105,Khsuem Krau,592.0,100501,Khsuem,86.0,1005,Snuol,9.0,10,Kratie,10050105,Kracheh,Snuol,Khsuem,Khsuem Krau,True,False,True,True
7698,7698,10050106,Samrang,592.0,100501,Khsuem,86.0,1005,Snuol,9.0,10,Kratie,10050106,Kracheh,Snuol,Khsuem,Samrang,True,False,True,True
7701,7701,10050201,Cheung Khle,692.0,100502,Pir Thnu,86.0,1005,Snuol,9.0,10,Kratie,10050201,Kracheh,Snuol,2 Thnu,Cheung Khle,True,False,True,False
7702,7702,10050202,Cheung Khlu,692.0,100502,Pir Thnu,86.0,1005,Snuol,9.0,10,Kratie,10050202,Kracheh,Snuol,2 Thnu,Cheung Khlu,True,False,True,False
7703,7703,10050203,Thma Hal Dei Kraham,692.0,100502,Pir Thnu,86.0,1005,Snuol,9.0,10,Kratie,10050203,Kracheh,Snuol,2 Thnu,Thma Hal Dei Kraham,True,False,True,False
7704,7704,10050204,Pravanh,692.0,100502,Pir Thnu,86.0,1005,Snuol,9.0,10,Kratie,10050204,Kracheh,Snuol,2 Thnu,Pravanh,True,False,True,False
7705,7705,10050205,Thma Hal Veal,692.0,100502,Pir Thnu,86.0,1005,Snuol,9.0,10,Kratie,10050205,Kracheh,Snuol,2 Thnu,Thma Hal Veal,True,False,True,False
7707,7707,10050207,Chrab,692.0,100502,Pir Thnu,86.0,1005,Snuol,9.0,10,Kratie,10050207,Kracheh,Snuol,2 Thnu,Chrab,True,False,True,False
7709,7709,10050301,Kat Dai,667.0,100503,Snuol,86.0,1005,Snuol,9.0,10,Kratie,10050301,Kracheh,Snuol,Snuol,Kat Dai,True,False,True,True
7710,7710,10050302,Kbal Snuol,667.0,100503,Snuol,86.0,1005,Snuol,9.0,10,Kratie,10050302,Kracheh,Snuol,Snuol,Kbal Snuol,True,False,True,True
7711,7711,10050303,Krong,667.0,100503,Snuol,86.0,1005,Snuol,9.0,10,Kratie,10050303,Kracheh,Snuol,Snuol,Krong,True,False,True,True
7714,7714,10050306,Thpong,667.0,100503,Snuol,86.0,1005,Snuol,9.0,10,Kratie,10050306,Kracheh,Snuol,Snuol,Thpong,True,False,True,True
7721,7721,10050401,Roha,683.0,100504,Srae Char,86.0,1005,Snuol,9.0,10,Kratie,10050401,Kracheh,Snuol,Srae Char,Roha,True,False,True,True
7722,7722,10050402,Kbal Trach,683.0,100504,Srae Char,86.0,1005,Snuol,9.0,10,Kratie,10050402,Kracheh,Snuol,Srae Char,Kbal Trach,True,False,True,True
7723,7723,10050403,Mak Kandal,683.0,100504,Srae Char,86.0,1005,Snuol,9.0,10,Kratie,10050403,Kracheh,Snuol,Srae Char,Mak Kandal,True,False,True,True
7724,7724,10050404,Mean Chey,683.0,100504,Srae Char,86.0,1005,Snuol,9.0,10,Kratie,10050404,Kracheh,Snuol,Srae Char,Mean Chey,True,False,True,True
7729,7729,10050501,Thnal,549.0,100505,Svay Chreah,86.0,1005,Snuol,9.0,10,Kratie,10050501,Kracheh,Snuol,Svay Chreah,Thnal,True,False,True,True
7731,7731,10050503,Sambuor,549.0,100505,Svay Chreah,86.0,1005,Snuol,9.0,10,Kratie,10050503,Kracheh,Snuol,Svay Chreah,Sambuor,True,False,True,True
7732,7732,10050504,Ta Saom,549.0,100505,Svay Chreah,86.0,1005,Snuol,9.0,10,Kratie,10050504,Kracheh,Snuol,Svay Chreah,Ta Saom,True,False,True,True
7734,7734,10050506,Ta Pum,549.0,100505,Svay Chreah,86.0,1005,Snuol,9.0,10,Kratie,10050506,Kracheh,Snuol,Svay Chreah,Ta Pum,True,False,True,True
7735,7735,10050507,Doun Mea,549.0,100505,Svay Chreah,86.0,1005,Snuol,9.0,10,Kratie,10050507,Kracheh,Snuol,Svay Chreah,Doun Mea,True,False,True,True
7736,7736,10050508,Rumpuk,549.0,100505,Svay Chreah,86.0,1005,Snuol,9.0,10,Kratie,10050508,Kracheh,Snuol,Svay Chreah,Rumpuk,True,False,True,True
7737,7737,10060101,Bos Leav Kraom,574.0,100601,Bos Leav,87.0,1006,Chitr Borie,9.0,10,Kratie,10060101,Kracheh,Chetr Borei,Bos Leav,Bos Leav Kraom,True,False,False,True
7738,7738,10060102,Bos Leav Leu,574.0,100601,Bos Leav,87.0,1006,Chitr Borie,9.0,10,Kratie,10060102,Kracheh,Chetr Borei,Bos Leav,Bos Leav Leu,True,False,False,True
7739,7739,10060103,Lvea Tong,574.0,100601,Bos Leav,87.0,1006,Chitr Borie,9.0,10,Kratie,10060103,Kracheh,Chetr Borei,Bos Leav,Lvea Tong,True,False,False,True
7740,7740,10060104,Preah Konlong,574.0,100601,Bos Leav,87.0,1006,Chitr Borie,9.0,10,Kratie,10060104,Kracheh,Chetr Borei,Bos Leav,Preah Konlong,True,False,False,True
7744,7744,10060108,Ta Luh,574.0,100601,Bos Leav,87.0,1006,Chitr Borie,9.0,10,Kratie,10060108,Kracheh,Chetr Borei,Bos Leav,Ta Luh,True,False,False,True
7745,7745,10060201,Changkrang,465.0,100602,Changkrang,87.0,1006,Chitr Borie,9.0,10,Kratie,10060201,Kracheh,Chetr Borei,Changkrang,Changkrang,True,False,False,True
7746,7746,10060202,Kasang,465.0,100602,Changkrang,87.0,1006,Chitr Borie,9.0,10,Kratie,10060202,Kracheh,Chetr Borei,Changkrang,Kasang,True,False,False,True
7747,7747,10060301,Anhchanh,512.0,100603,Dar,87.0,1006,Chitr Borie,9.0,10,Kratie,10060301,Kracheh,Chetr Borei,Dar,Anhchanh,True,False,False,True
7748,7748,10060302,Chuor Chrey,512.0,100603,Dar,87.0,1006,Chitr Borie,9.0,10,Kratie,10060302,Kracheh,Chetr Borei,Dar,Chuor Chrey,True,False,False,True
7749,7749,10060303,Dar,512.0,100603,Dar,87.0,1006,Chitr Borie,9.0,10,Kratie,10060303,Kracheh,Chetr Borei,Dar,Dar,True,False,False,True
7750,7750,10060304,Khnang Pos,512.0,100603,Dar,87.0,1006,Chitr Borie,9.0,10,Kratie,10060304,Kracheh,Chetr Borei,Dar,Khnang Pos,True,False,False,True
7751,7751,10060305,Khsar,512.0,100603,Dar,87.0,1006,Chitr Borie,9.0,10,Kratie,10060305,Kracheh,Chetr Borei,Dar,Khsar,True,False,False,True
7752,7752,10060306,Mreum,512.0,100603,Dar,87.0,1006,Chitr Borie,9.0,10,Kratie,10060306,Kracheh,Chetr Borei,Dar,Mreum,True,False,False,True
7753,7753,10060307,Sereipheap,512.0,100603,Dar,87.0,1006,Chitr Borie,9.0,10,Kratie,10060307,Kracheh,Chetr Borei,Dar,Sereipheap,True,False,False,True
7754,7754,10060308,Stueng Svay,512.0,100603,Dar,87.0,1006,Chitr Borie,9.0,10,Kratie,10060308,Kracheh,Chetr Borei,Dar,Stueng Svay,True,False,False,True
7755,7755,10060309,Ta Nguon,512.0,100603,Dar,87.0,1006,Chitr Borie,9.0,10,Kratie,10060309,Kracheh,Chetr Borei,Dar,Ta Nguon,True,False,False,True
7756,7756,10060401,A Loch,557.0,100604,Kantuot,87.0,1006,Chitr Borie,9.0,10,Kratie,10060401,Kracheh,Chetr Borei,Kantuot,A Loch,True,False,False,True
7757,7757,10060402,Antong Vien,557.0,100604,Kantuot,87.0,1006,Chitr Borie,9.0,10,Kratie,10060402,Kracheh,Chetr Borei,Kantuot,Antong Vien,True,False,False,True
7758,7758,10060403,Chrava,557.0,100604,Kantuot,87.0,1006,Chitr Borie,9.0,10,Kratie,10060403,Kracheh,Chetr Borei,Kantuot,Chrava,True,False,False,True
7759,7759,10060404,Kantuot,557.0,100604,Kantuot,87.0,1006,Chitr Borie,9.0,10,Kratie,10060404,Kracheh,Chetr Borei,Kantuot,Kantuot,True,False,False,True
7761,7761,10060501,Banteay,517.0,100605,Kou Loab,87.0,1006,Chitr Borie,9.0,10,Kratie,10060501,Kracheh,Chetr Borei,Kou Loab,Banteay,True,False,False,True
7762,7762,10060502,Chrava,517.0,100605,Kou Loab,87.0,1006,Chitr Borie,9.0,10,Kratie,10060502,Kracheh,Chetr Borei,Kou Loab,Chrava,True,False,False,True
7763,7763,10060503,Kambaor,517.0,100605,Kou Loab,87.0,1006,Chitr Borie,9.0,10,Kratie,10060503,Kracheh,Chetr Borei,Kou Loab,Kambaor,True,False,False,True
7764,7764,10060504,Kou Loab,517.0,100605,Kou Loab,87.0,1006,Chitr Borie,9.0,10,Kratie,10060504,Kracheh,Chetr Borei,Kou Loab,Kou Loab,True,False,False,True
7765,7765,10060505,Samret,517.0,100605,Kou Loab,87.0,1006,Chitr Borie,9.0,10,Kratie,10060505,Kracheh,Chetr Borei,Kou Loab,Samret,True,False,False,True
7766,7766,10060601,Kandal,590.0,100606,Kaoh Chraeng,87.0,1006,Chitr Borie,9.0,10,Kratie,10060601,Kracheh,Chetr Borei,Kaoh Chraeng,Kandal,True,False,False,True
7769,7769,10060604,Roka Knaor,590.0,100606,Kaoh Chraeng,87.0,1006,Chitr Borie,9.0,10,Kratie,10060604,Kracheh,Chetr Borei,Kaoh Chraeng,Roka Knaor,True,False,False,True
7771,7771,10060701,Boeng Run,462.0,100607,Sambok,87.0,1006,Chitr Borie,9.0,10,Kratie,10060701,Kracheh,Chetr Borei,Sambok,Boeng Run,True,False,False,True
7772,7772,10060702,Kakot,462.0,100607,Sambok,87.0,1006,Chitr Borie,9.0,10,Kratie,10060702,Kracheh,Chetr Borei,Sambok,Kakot,True,False,False,True
7773,7773,10060703,Kbal Chuor,462.0,100607,Sambok,87.0,1006,Chitr Borie,9.0,10,Kratie,10060703,Kracheh,Chetr Borei,Sambok,Kbal Chuor,True,False,False,True
7776,7776,10060801,Chuor Krouch,575.0,100608,Thma Andaeuk,87.0,1006,Chitr Borie,9.0,10,Kratie,10060801,Kracheh,Chetr Borei,Thma Andaeuk,Chuor Krouch,True,False,False,True
7777,7777,10060802,Damnak Sasar,575.0,100608,Thma Andaeuk,87.0,1006,Chitr Borie,9.0,10,Kratie,10060802,Kracheh,Chetr Borei,Thma Andaeuk,Damnak Sasar,True,False,False,True
7779,7779,10060804,Sampong,575.0,100608,Thma Andaeuk,87.0,1006,Chitr Borie,9.0,10,Kratie,10060804,Kracheh,Chetr Borei,Thma Andaeuk,Sampong,True,False,False,True
7780,7780,10060805,Serei Sokha,575.0,100608,Thma Andaeuk,87.0,1006,Chitr Borie,9.0,10,Kratie,10060805,Kracheh,Chetr Borei,Thma Andaeuk,Serei Sokha,True,False,False,True
7785,7785,10061001,Chranaol,482.0,100610,Thmei,87.0,1006,Chitr Borie,9.0,10,Kratie,10061001,Kracheh,Chetr Borei,Thmei,Chranaol,True,False,False,True
7786,7786,10061002,Khnach,482.0,100610,Thmei,87.0,1006,Chitr Borie,9.0,10,Kratie,10061002,Kracheh,Chetr Borei,Thmei,Khnach,True,False,False,True
7787,7787,10061003,Krasang,482.0,100610,Thmei,87.0,1006,Chitr Borie,9.0,10,Kratie,10061003,Kracheh,Chetr Borei,Thmei,Krasang,True,False,False,True
7788,7788,10061004,Mean Chey,482.0,100610,Thmei,87.0,1006,Chitr Borie,9.0,10,Kratie,10061004,Kracheh,Chetr Borei,Thmei,Mean Chey,True,False,False,True
7790,7790,10061006,Svay Chrum,482.0,100610,Thmei,87.0,1006,Chitr Borie,9.0,10,Kratie,10061006,Kracheh,Chetr Borei,Thmei,Svay Chrum,True,False,False,True
7791,7791,10061007,Thmei,482.0,100610,Thmei,87.0,1006,Chitr Borie,9.0,10,Kratie,10061007,Kracheh,Chetr Borei,Thmei,Thmei,True,False,False,True
7792,7792,10061008,Tnaot,482.0,100610,Thmei,87.0,1006,Chitr Borie,9.0,10,Kratie,10061008,Kracheh,Chetr Borei,Thmei,Tnaot,True,False,False,True
7793,7793,10061009,Treab,482.0,100610,Thmei,87.0,1006,Chitr Borie,9.0,10,Kratie,10061009,Kracheh,Chetr Borei,Thmei,Treab,True,False,False,True
7794,7794,10061010,Veal Sambour,482.0,100610,Thmei,87.0,1006,Chitr Borie,9.0,10,Kratie,10061010,Kracheh,Chetr Borei,Thmei,Veal Sambour,True,False,False,True
7796,7796,11010102,Pohourn,470.0,110101,Chong Phlah,88.0,1101,Kaev Seima,10.0,11,Mondul Kiri,11010102,Mondul Kiri,Kaev Seima,Chong Phlah,Pohourn,True,True,True,True
7814,7814,11010402,Ou Rona,624.0,110104,Srae Khtum,88.0,1101,Kaev Seima,10.0,11,Mondul Kiri,11010402,Mondul Kiri,Kaev Seima,Srae Khtum,Ou Rona,True,True,True,True
7820,7820,11010502,Pu Char,585.0,110105,Srae Preah,88.0,1101,Kaev Seima,10.0,11,Mondul Kiri,11010502,Mondul Kiri,Kaev Seima,Srae Preah,Pu Char,True,True,True,True
7822,7822,11010504,Ou Chrar,585.0,110105,Srae Preah,88.0,1101,Kaev Seima,10.0,11,Mondul Kiri,11010504,Mondul Kiri,Kaev Seima,Srae Preah,Ou Chrar,True,True,True,True
7825,7825,11020102,Nang Buo,315.0,110201,Nang Khi Loek,89.0,1102,Kaoh Nheaek,10.0,11,Mondul Kiri,11020102,Mondul Kiri,Kaoh Nheaek,Nang Khi Lik,Nang Buo,True,True,True,False
7831,7831,11020203,Antreh,383.0,110206,Srae Sangkom,89.0,1102,Kaoh Nheaek,10.0,11,Mondul Kiri,11020203,Mondul Kiri,Kaoh Nheaek,A Buon Leu,Antreh,True,True,True,False
7832,7832,11020301,Roya,315.0,110201,Nang Khi Loek,89.0,1102,Kaoh Nheaek,10.0,11,Mondul Kiri,11020301,Mondul Kiri,Kaoh Nheaek,Roya,Roya,True,True,True,False
7833,7833,11020302,Memom,279.0,110203,Roya,89.0,1102,Kaoh Nheaek,10.0,11,Mondul Kiri,11020302,Mondul Kiri,Kaoh Nheaek,Roya,Memom,True,True,True,True
7834,7834,11020303,Kdaoy,395.0,110204,Sokh Sant,89.0,1102,Kaoh Nheaek,10.0,11,Mondul Kiri,11020303,Mondul Kiri,Kaoh Nheaek,Roya,Kdaoy,True,True,True,False
7835,7835,11020304,Roveak,279.0,110203,Roya,89.0,1102,Kaoh Nheaek,10.0,11,Mondul Kiri,11020304,Mondul Kiri,Kaoh Nheaek,Roya,Roveak,True,True,True,True
7839,7839,11020404,Chi Klab,395.0,110204,Sokh Sant,89.0,1102,Kaoh Nheaek,10.0,11,Mondul Kiri,11020404,Mondul Kiri,Kaoh Nheaek,Sokh Sant,Chi Klab,True,True,True,True
7850,7850,11020608,Ou Yeh,383.0,110206,Srae Sangkom,89.0,1102,Kaoh Nheaek,10.0,11,Mondul Kiri,11020608,Mondul Kiri,Kaoh Nheaek,Srae Sangkum,Ou Yeh,True,True,True,False
7854,7854,11030103,Pu Chhab,530.0,110301,Saen Monourom,90.0,1103,Ou Reang,10.0,11,Mondul Kiri,11030103,Mondul Kiri,Ou Reang,Dak Dam,Pu Chhab,True,True,True,False
7855,7855,11030201,Pu Hiem,567.0,110302,Dak Dam,90.0,1103,Ou Reang,10.0,11,Mondul Kiri,11030201,Mondul Kiri,Ou Reang,Saen Monourom,Pu Hiem,True,True,True,False
7856,7856,11030202,Andoung Kraloeng,567.0,110302,Dak Dam,90.0,1103,Ou Reang,10.0,11,Mondul Kiri,11030202,Mondul Kiri,Ou Reang,Saen Monourom,Andoung Kraloeng,True,True,True,False
7870,7870,11040303,Pu Kreng,503.0,110403,Srae Ampum,91.0,1104,Pech Chreada,10.0,11,Mondul Kiri,11040303,Mondul Kiri,Pech Chreada,Srae Ampum,Pu Kreng,True,True,True,True
7880,7880,11050101,Daeum Sral,519.0,110504,Romonea,92.0,1105,Krong Saen Monourom,10.0,11,Mondul Kiri,11050101,Mondul Kiri,Saen Monourom,Monourom,Daeum Sral,True,True,False,False
7882,7882,11050201,Mean Leaph,500.0,110502,Sokh Dom,92.0,1105,Krong Saen Monourom,10.0,11,Mondul Kiri,11050201,Mondul Kiri,Saen Monourom,Sokh Dom,Mean Leaph,True,True,False,True
7883,7883,11050202,Daoh Kramom,500.0,110502,Sokh Dom,92.0,1105,Krong Saen Monourom,10.0,11,Mondul Kiri,11050202,Mondul Kiri,Saen Monourom,Sokh Dom,Daoh Kramom,True,True,False,True
7884,7884,11050203,Svay Chek,500.0,110502,Sokh Dom,92.0,1105,Krong Saen Monourom,10.0,11,Mondul Kiri,11050203,Mondul Kiri,Saen Monourom,Sokh Dom,Svay Chek,True,True,False,True
7886,7886,11050301,Ou Spean,519.0,110504,Romonea,92.0,1105,Krong Saen Monourom,10.0,11,Mondul Kiri,11050301,Mondul Kiri,Saen Monourom,Spean Mean Chey,Ou Spean,True,True,False,False
7887,7887,11050302,Chambak,519.0,110504,Romonea,92.0,1105,Krong Saen Monourom,10.0,11,Mondul Kiri,11050302,Mondul Kiri,Saen Monourom,Spean Mean Chey,Chambak,True,True,False,False
7888,7888,11050303,Kandal,500.0,110502,Sokh Dom,92.0,1105,Krong Saen Monourom,10.0,11,Mondul Kiri,11050303,Mondul Kiri,Saen Monourom,Spean Mean Chey,Kandal,True,True,False,False
7890,7890,11050401,Pu Trom,519.0,110504,Romonea,92.0,1105,Krong Saen Monourom,10.0,11,Mondul Kiri,11050401,Mondul Kiri,Saen Monourom,Romonea,Pu Trom,True,True,False,True
7891,7891,11050402,Pu Tang,519.0,110504,Romonea,92.0,1105,Krong Saen Monourom,10.0,11,Mondul Kiri,11050402,Mondul Kiri,Saen Monourom,Romonea,Pu Tang,True,True,False,True
7989,7989,12020101,Phum 1,1007.0,120201,Phsar Thmei Muoy,94.0,1202,Doun Penh,23.0,12,Phnom Penh,12020101,Phnom Penh,Doun Penh,Phsar Thmei Ti Muoy,Phum 1,True,True,True,False
7990,7990,12020102,Phum 2,1014.0,120203,Phsar Thmei Bei,94.0,1202,Doun Penh,23.0,12,Phnom Penh,12020102,Phnom Penh,Doun Penh,Phsar Thmei Ti Muoy,Phum 2,True,True,True,False
7991,7991,12020103,Phum 3,1007.0,120201,Phsar Thmei Muoy,94.0,1202,Doun Penh,23.0,12,Phnom Penh,12020103,Phnom Penh,Doun Penh,Phsar Thmei Ti Muoy,Phum 3,True,True,True,False
8332,8332,12050101,Thmei,976.0,120501,Dangkao,195.0,1205,Dangkao,23.0,12,Phnom Penh,12050101,Phnom Penh,Dangkao,Dangkao,Thmei,True,True,True,True
8333,8333,12050102,Barku,976.0,120501,Dangkao,195.0,1205,Dangkao,23.0,12,Phnom Penh,12050102,Phnom Penh,Dangkao,Dangkao,Barku,True,True,True,True
8334,8334,12050103,Sambuor,976.0,120501,Dangkao,195.0,1205,Dangkao,23.0,12,Phnom Penh,12050103,Phnom Penh,Dangkao,Dangkao,Sambuor,True,True,True,True
8335,8335,12050104,Ta Lei,976.0,120501,Dangkao,195.0,1205,Dangkao,23.0,12,Phnom Penh,12050104,Phnom Penh,Dangkao,Dangkao,Ta Lei,True,True,True,True
8336,8336,12050105,Mol,1599.0,120601,Stueng Mean Chey,187.0,1206,Mean Chey,23.0,12,Phnom Penh,12050105,Phnom Penh,Dangkao,Dangkao,Mol,True,True,False,False
8337,8337,12050106,Khva,976.0,120501,Dangkao,195.0,1205,Dangkao,23.0,12,Phnom Penh,12050106,Phnom Penh,Dangkao,Dangkao,Khva,True,True,True,True
8406,8406,12050701,Trapeang Tea,1089.0,120507,Pong Tuek,195.0,1205,Dangkao,23.0,12,Phnom Penh,12050701,Phnom Penh,Dangkao,Pong Tuek,Trapeang Tea,True,True,True,True
8407,8407,12050702,Trapeang Kor,1089.0,120507,Pong Tuek,195.0,1205,Dangkao,23.0,12,Phnom Penh,12050702,Phnom Penh,Dangkao,Pong Tuek,Trapeang Kor,True,True,True,True
